StartTime,EndTime,Name,SessionId,SceneName
34.34,34.34,SmallCubeIsTouch,20250721171714,HandGestures
31.96,34.34,config0,20250721171714,HandGestures
35.34,35.34,SmallCubeIsDestroy,20250721171714,HandGestures
40.82,40.82,SmallCubeIsTouch,20250721171720,HandGestures
38.73,40.82,config1,20250721171720,HandGestures
41.82,41.82,SmallCubeIsDestroy,20250721171720,HandGestures
47.30,47.30,SmallCubeIsTouch,20250721171727,HandGestures
45.45,47.30,config2,20250721171727,HandGestures
48.31,48.31,SmallCubeIsDestroy,20250721171727,HandGestures
54.54,54.54,SmallCubeIsTouch,20250721171734,HandGestures
52.24,54.54,config3,20250721171734,HandGestures
55.55,55.55,SmallCubeIsDestroy,20250721171734,HandGestures
61.02,61.02,SmallCubeIsTouch,20250721171741,HandGestures
59.31,61.02,config4,20250721171741,HandGestures
62.02,62.02,SmallCubeIsDestroy,20250721171741,HandGestures
68.80,68.80,SmallCubeIsTouch,20250721171748,HandGestures
66.78,68.80,config5,20250721171748,HandGestures
69.81,69.81,SmallCubeIsDestroy,20250721171748,HandGestures
75.72,75.72,SmallCubeIsTouch,20250721171755,HandGestures
73.56,75.72,config6,20250721171755,HandGestures
76.73,76.73,SmallCubeIsDestroy,20250721171755,HandGestures
82.58,82.58,SmallCubeIsTouch,20250721171802,HandGestures
80.60,82.58,config7,20250721171802,HandGestures
83.59,83.59,SmallCubeIsDestroy,20250721171802,HandGestures
93.84,93.84,MediumCubeIsTouch,20250721171813,HandGestures
91.55,93.84,config8,20250721171813,HandGestures
94.85,94.85,MediumCubeIsDestroy,20250721171813,HandGestures
102.48,102.48,MediumCubeIsTouch,20250721171822,HandGestures
100.48,102.48,config9,20250721171822,HandGestures
103.49,103.49,MediumCubeIsDestroy,20250721171822,HandGestures
109.06,109.06,MediumCubeIsTouch,20250721171829,HandGestures
107.12,109.06,config10,20250721171829,HandGestures
110.06,110.06,MediumCubeIsDestroy,20250721171829,HandGestures
115.12,115.12,MediumCubeIsTouch,20250721171835,HandGestures
113.26,115.12,config11,20250721171835,HandGestures
116.13,116.13,MediumCubeIsDestroy,20250721171835,HandGestures
123.62,123.62,MediumCubeIsTouch,20250721171843,HandGestures
121.48,123.62,config12,20250721171843,HandGestures
124.63,124.63,MediumCubeIsDestroy,20250721171843,HandGestures
131.24,131.24,MediumCubeIsTouch,20250721171850,HandGestures
128.87,131.24,config13,20250721171850,HandGestures
132.24,132.24,MediumCubeIsDestroy,20250721171850,HandGestures
141.02,141.02,MediumCubeIsTouch,20250721171900,HandGestures
