StartTime,EndTime,Name,SessionId,SceneName
22.16,22.16,SmallCubeIsTouch,20250724160509,HandGestures
19.82,22.16,config0,20250724160509,HandGestures
23.17,23.17,SmallCubeIsDestroy,20250724160509,HandGestures
29.8,29.8,SmallCubeIsTouch,20250724160516,HandGestures
26.67,29.8,config1,20250724160516,HandGestures
30.81,30.81,SmallCubeIsDestroy,20250724160516,HandGestures
36.18,36.18,SmallCubeIsTouch,20250724160523,HandGestures
34.42,36.18,config2,20250724160523,HandGestures
37.18,37.18,SmallCubeIsDestroy,20250724160523,HandGestures
42.68,42.68,SmallCubeIsTouch,20250724160529,HandGestures
40.24,42.68,config3,20250724160529,HandGestures
43.68,43.68,SmallCubeIsDestroy,20250724160529,HandGestures
50.1,50.1,SmallCubeIsTouch,20250724160537,HandGestures
48.04,50.1,config4,20250724160537,HandGestures
51.11,51.11,SmallCubeIsDestroy,20250724160537,HandGestures
55.66,55.66,SmallCubeIsTouch,20250724160543,HandGestures
53.99,55.66,config5,20250724160543,HandGestures
56.67,56.67,SmallCubeIsDestroy,20250724160543,HandGestures
61.92,61.92,SmallCubeIsTouch,20250724160549,HandGestures
59.86,61.92,config6,20250724160549,HandGestures
62.93,62.93,SmallCubeIsDestroy,20250724160549,HandGestures
67.92,67.92,SmallCubeIsTouch,20250724160555,HandGestures
66,67.92,config7,20250724160555,HandGestures
68.93,68.93,SmallCubeIsDestroy,20250724160555,HandGestures
73.08,73.08,MediumCubeIsTouch,20250724160600,HandGestures
71.31,73.08,config8,20250724160600,HandGestures
74.08,74.08,MediumCubeIsDestroy,20250724160600,HandGestures
78.54,78.54,MediumCubeIsTouch,20250724160606,HandGestures
76.96,78.54,config9,20250724160606,HandGestures
79.54,79.54,MediumCubeIsDestroy,20250724160606,HandGestures
83.64,83.64,MediumCubeIsTouch,20250724160611,HandGestures
81.89,83.64,config10,20250724160611,HandGestures
84.64,84.64,MediumCubeIsDestroy,20250724160611,HandGestures
88.78,88.78,MediumCubeIsTouch,20250724160616,HandGestures
87.29,88.78,config11,20250724160616,HandGestures
89.79,89.79,MediumCubeIsDestroy,20250724160616,HandGestures
94.74,94.74,MediumCubeIsTouch,20250724160621,HandGestures
92.42,94.74,config12,20250724160621,HandGestures
95.75,95.75,MediumCubeIsDestroy,20250724160621,HandGestures
100.2,100.2,MediumCubeIsTouch,20250724160627,HandGestures
98.45,100.2,config13,20250724160627,HandGestures
101.21,101.21,MediumCubeIsDestroy,20250724160627,HandGestures
105.5,105.5,MediumCubeIsTouch,20250724160633,HandGestures
103.78,105.5,config14,20250724160633,HandGestures
106.5,106.5,MediumCubeIsDestroy,20250724160633,HandGestures
111.02,111.02,MediumCubeIsTouch,20250724160638,HandGestures
108.96,111.02,config15,20250724160638,HandGestures
112.03,112.03,MediumCubeIsDestroy,20250724160638,HandGestures
116.78,116.78,BigCubeIsTouch,20250724160643,HandGestures
114.49,116.78,config16,20250724160643,HandGestures
117.79,117.79,BigCubeIsDestroy,20250724160643,HandGestures
121.66,121.66,BigCubeIsTouch,20250724160649,HandGestures
120.35,121.66,config17,20250724160649,HandGestures
122.67,122.67,BigCubeIsDestroy,20250724160649,HandGestures
126.94,126.94,BigCubeIsTouch,20250724160654,HandGestures
125.25,126.94,config18,20250724160654,HandGestures
127.95,127.95,BigCubeIsDestroy,20250724160654,HandGestures
131.68,131.68,BigCubeIsTouch,20250724160659,HandGestures
130.46,131.68,config19,20250724160659,HandGestures
132.69,132.69,BigCubeIsDestroy,20250724160659,HandGestures
137.2,137.2,BigCubeIsTouch,20250724160704,HandGestures
135.5,137.2,config20,20250724160704,HandGestures
138.21,138.21,BigCubeIsDestroy,20250724160704,HandGestures
142.08,142.08,BigCubeIsTouch,20250724160710,HandGestures
140.96,142.08,config21,20250724160710,HandGestures
143.08,143.08,BigCubeIsDestroy,20250724160710,HandGestures
147.18,147.18,BigCubeIsTouch,20250724160715,HandGestures
145.79,147.18,config22,20250724160715,HandGestures
148.18,148.18,BigCubeIsDestroy,20250724160715,HandGestures
152.92,152.92,BigCubeIsTouch,20250724160720,HandGestures
151.22,152.92,config23,20250724160720,HandGestures
153.93,153.93,BigCubeIsDestroy,20250724160720,HandGestures
159.22,159.22,ParallelepipedIsTouch,20250724160726,HandGestures
157.17,159.22,config24,20250724160726,HandGestures
160.22,160.22,ParallelepipedIsDestroy,20250724160726,HandGestures
164.06,164.06,ParallelepipedIsTouch,20250724160731,HandGestures
162.54,164.06,config25,20250724160731,HandGestures
165.07,165.07,ParallelepipedIsDestroy,20250724160731,HandGestures
169.38,169.38,ParallelepipedIsTouch,20250724160737,HandGestures
167.85,169.38,config26,20250724160737,HandGestures
170.39,170.39,ParallelepipedIsDestroy,20250724160737,HandGestures
174.94,174.94,ParallelepipedIsTouch,20250724160742,HandGestures
173.33,174.94,config27,20250724160742,HandGestures
175.94,175.94,ParallelepipedIsDestroy,20250724160742,HandGestures
180.26,180.26,ParallelepipedIsTouch,20250724160747,HandGestures
178.64,180.26,config28,20250724160747,HandGestures
181.26,181.26,ParallelepipedIsDestroy,20250724160747,HandGestures
185.38,185.38,ParallelepipedIsTouch,20250724160753,HandGestures
183.69,185.38,config29,20250724160753,HandGestures
186.39,186.39,ParallelepipedIsDestroy,20250724160753,HandGestures
190.54,190.54,ParallelepipedIsTouch,20250724160758,HandGestures
189.1,190.54,config30,20250724160758,HandGestures
191.54,191.54,ParallelepipedIsDestroy,20250724160758,HandGestures
195.6,195.6,ParallelepipedIsTouch,20250724160803,HandGestures
194.07,195.6,config31,20250724160803,HandGestures
196.61,196.61,ParallelepipedIsDestroy,20250724160803,HandGestures
203.8,203.8,teddyIsTouch,20250724160810,HandGestures
201.65,203.8,config32,20250724160810,HandGestures
204.8,204.8,teddyIsDestroy,20250724160810,HandGestures
209.44,209.44,teddyIsTouch,20250724160817,HandGestures
208.18,209.44,config33,20250724160817,HandGestures
210.44,210.44,teddyIsDestroy,20250724160817,HandGestures
214.4,214.4,teddyIsTouch,20250724160822,HandGestures
213.08,214.4,config34,20250724160822,HandGestures
215.4,215.4,teddyIsDestroy,20250724160822,HandGestures
219.26,219.26,teddyIsTouch,20250724160826,HandGestures
