StartTime,EndTime,Name,SessionId,SceneName
19.32,19.32,SmallCubeIsTouch,20250724145737,HandGestures
15.54,19.32,config0,20250724145737,HandGestures
20.33,20.33,SmallCubeIsDestroy,20250724145737,HandGestures
29.66,29.66,SmallCubeIsTouch,20250724145747,HandGestures
25.79,29.66,config1,20250724145747,HandGestures
30.66,30.66,SmallCubeIsDestroy,20250724145747,HandGestures
39.72,39.72,SmallCubeIsTouch,20250724145757,HandGestures
35.40,39.72,config2,20250724145757,HandGestures
40.73,40.73,SmallCubeIsDestroy,20250724145757,HandGestures
49.06,49.06,SmallCubeIsTouch,20250724145807,HandGestures
45.43,49.06,config3,20250724145807,HandGestures
50.06,50.06,SmallCubeIsDestroy,20250724145807,HandGestures
58.18,58.18,SmallCubeIsTouch,20250724145816,HandGestures
54.62,58.18,config4,20250724145816,HandGestures
59.19,59.19,SmallCubeIsDestroy,20250724145816,HandGestures
66.32,66.32,SmallCubeIsTouch,20250724145825,HandGestures
64.05,66.32,config5,20250724145825,HandGestures
67.33,67.33,SmallCubeIsDestroy,20250724145825,HandGestures
79.66,79.66,SmallCubeIsTouch,20250724145835,HandGestures
74.38,79.66,config6,20250724145835,HandGestures
80.66,80.66,SmallCubeIsDestroy,20250724145835,HandGestures
87.68,87.68,SmallCubeIsTouch,20250724145846,HandGestures
84.65,87.68,config7,20250724145846,HandGestures
88.69,88.69,SmallCubeIsDestroy,20250724145846,HandGestures
96.40,96.40,MediumCubeIsTouch,20250724145854,HandGestures
93.06,96.40,config8,20250724145854,HandGestures
97.41,97.41,MediumCubeIsDestroy,20250724145854,HandGestures
104.04,104.04,MediumCubeIsTouch,20250724145903,HandGestures
101.43,104.04,config9,20250724145903,HandGestures
105.05,105.05,MediumCubeIsDestroy,20250724145903,HandGestures
116.72,116.72,MediumCubeIsTouch,20250724145914,HandGestures
113.22,116.72,config10,20250724145914,HandGestures
117.73,117.73,MediumCubeIsDestroy,20250724145914,HandGestures
128.00,128.00,MediumCubeIsTouch,20250724145926,HandGestures
124.69,128.00,config11,20250724145926,HandGestures
129.01,129.01,MediumCubeIsDestroy,20250724145926,HandGestures
142.28,142.28,MediumCubeIsTouch,20250724145940,HandGestures
139.36,142.28,config12,20250724145940,HandGestures
143.28,143.28,MediumCubeIsDestroy,20250724145940,HandGestures
148.90,148.90,MediumCubeIsTouch,20250724145948,HandGestures
146.73,148.90,config13,20250724145948,HandGestures
149.91,149.91,MediumCubeIsDestroy,20250724145948,HandGestures
156.26,156.26,MediumCubeIsTouch,20250724145955,HandGestures
153.65,156.26,config14,20250724145955,HandGestures
157.27,157.27,MediumCubeIsDestroy,20250724145955,HandGestures
163.44,163.44,MediumCubeIsTouch,20250724150002,HandGestures
161.20,163.44,config15,20250724150002,HandGestures
164.45,164.45,MediumCubeIsDestroy,20250724150002,HandGestures
170.26,170.26,BigCubeIsTouch,20250724150009,HandGestures
167.94,170.26,config16,20250724150009,HandGestures
171.27,171.27,BigCubeIsDestroy,20250724150009,HandGestures
179.98,179.98,BigCubeIsTouch,20250724150019,HandGestures
177.74,179.98,config17,20250724150019,HandGestures
180.99,180.99,BigCubeIsDestroy,20250724150019,HandGestures
186.74,186.74,BigCubeIsTouch,20250724150026,HandGestures
184.45,186.74,config18,20250724150026,HandGestures
187.74,187.74,BigCubeIsDestroy,20250724150026,HandGestures
194.72,194.72,BigCubeIsTouch,20250724150033,HandGestures
191.63,194.72,config19,20250724150033,HandGestures
195.73,195.73,BigCubeIsDestroy,20250724150033,HandGestures
201.00,201.00,BigCubeIsTouch,20250724150040,HandGestures
199.22,201.00,config20,20250724150040,HandGestures
202.01,202.01,BigCubeIsDestroy,20250724150040,HandGestures
208.32,208.32,BigCubeIsTouch,20250724150048,HandGestures
206.42,208.32,config21,20250724150048,HandGestures
209.33,209.33,BigCubeIsDestroy,20250724150048,HandGestures
220.74,220.74,BigCubeIsTouch,20250724150100,HandGestures
218.92,220.74,config22,20250724150100,HandGestures
221.74,221.74,BigCubeIsDestroy,20250724150100,HandGestures
227.24,227.24,BigCubeIsTouch,20250724150106,HandGestures
225.35,227.24,config23,20250724150106,HandGestures
228.24,228.24,BigCubeIsDestroy,20250724150106,HandGestures
236.84,236.84,ParallelepipedIsTouch,20250724150113,HandGestures
232.23,236.84,config24,20250724150113,HandGestures
237.85,237.85,ParallelepipedIsDestroy,20250724150113,HandGestures
245.48,245.48,ParallelepipedIsTouch,20250724150123,HandGestures
241.77,245.48,config25,20250724150123,HandGestures
246.49,246.49,ParallelepipedIsDestroy,20250724150123,HandGestures
252.86,252.86,ParallelepipedIsTouch,20250724150131,HandGestures
249.77,252.86,config26,20250724150131,HandGestures
253.87,253.87,ParallelepipedIsDestroy,20250724150131,HandGestures
259.44,259.44,ParallelepipedIsTouch,20250724150138,HandGestures
257.19,259.44,config27,20250724150138,HandGestures
260.45,260.45,ParallelepipedIsDestroy,20250724150138,HandGestures
267.16,267.16,ParallelepipedIsTouch,20250724150145,HandGestures
263.83,267.16,config28,20250724150145,HandGestures
268.17,268.17,ParallelepipedIsDestroy,20250724150145,HandGestures
275.40,275.40,ParallelepipedIsTouch,20250724150152,HandGestures
271.19,275.40,config29,20250724150152,HandGestures
276.41,276.41,ParallelepipedIsDestroy,20250724150152,HandGestures
282.50,282.50,ParallelepipedIsTouch,20250724150201,HandGestures
280.05,282.50,config30,20250724150201,HandGestures
283.51,283.51,ParallelepipedIsDestroy,20250724150201,HandGestures
289.62,289.62,ParallelepipedIsTouch,20250724150208,HandGestures
286.99,289.62,config31,20250724150208,HandGestures
290.63,290.63,ParallelepipedIsDestroy,20250724150208,HandGestures
300.08,300.08,teddyIsTouch,20250724150217,HandGestures
296.10,300.08,config32,20250724150217,HandGestures
301.09,301.09,teddyIsDestroy,20250724150217,HandGestures
307.02,307.02,teddyIsTouch,20250724150226,HandGestures
304.48,307.02,config33,20250724150226,HandGestures
308.03,308.03,teddyIsDestroy,20250724150226,HandGestures
324.02,324.02,teddyIsTouch,20250724150239,HandGestures
318.34,324.02,config34,20250724150239,HandGestures
325.03,325.03,teddyIsDestroy,20250724150239,HandGestures
333.12,333.12,teddyIsTouch,20250724150252,HandGestures
331.13,333.12,config35,20250724150252,HandGestures
334.13,334.13,teddyIsDestroy,20250724150252,HandGestures
339.88,339.88,teddyIsTouch,20250724150259,HandGestures
337.66,339.88,config36,20250724150259,HandGestures
340.88,340.88,teddyIsDestroy,20250724150259,HandGestures
347.16,347.16,teddyIsTouch,20250724150306,HandGestures
344.57,347.16,config37,20250724150306,HandGestures
348.17,348.17,teddyIsDestroy,20250724150306,HandGestures
403.44,403.44,teddyIsTouch,20250724150402,HandGestures
401.28,403.44,config38,20250724150402,HandGestures
404.45,404.45,teddyIsDestroy,20250724150402,HandGestures
409.84,409.84,teddyIsTouch,20250724150409,HandGestures
407.99,409.84,config39,20250724150409,HandGestures
410.85,410.85,teddyIsDestroy,20250724150409,HandGestures
417.54,417.54,MugIsTouch,20250724150415,HandGestures
414.32,417.54,config40,20250724150415,HandGestures
418.54,418.54,MugIsDestroy,20250724150415,HandGestures
430.52,430.52,MugIsTouch,20250724150425,HandGestures
423.75,430.52,config41,20250724150425,HandGestures
431.53,431.53,MugIsDestroy,20250724150425,HandGestures
436.80,436.80,MugIsTouch,20250724150436,HandGestures
434.81,436.80,config42,20250724150436,HandGestures
437.81,437.81,MugIsDestroy,20250724150436,HandGestures
444.12,444.12,MugIsTouch,20250724150442,HandGestures
441.23,444.12,config43,20250724150442,HandGestures
445.13,445.13,MugIsDestroy,20250724150442,HandGestures
451.04,451.04,MugIsTouch,20250724150450,HandGestures
448.79,451.04,config44,20250724150450,HandGestures
452.04,452.04,MugIsDestroy,20250724150450,HandGestures
457.88,457.88,MugIsTouch,20250724150457,HandGestures
455.86,457.88,config45,20250724150457,HandGestures
458.89,458.89,MugIsDestroy,20250724150457,HandGestures
467.12,467.12,MugIsTouch,20250724150505,HandGestures
463.71,467.12,config46,20250724150505,HandGestures
468.13,468.13,MugIsDestroy,20250724150505,HandGestures
474.70,474.70,MugIsTouch,20250724150513,HandGestures
471.84,474.70,config47,20250724150513,HandGestures
475.71,475.71,MugIsDestroy,20250724150513,HandGestures
483.16,483.16,CrackerBoxIsTouch,20250724150520,HandGestures
479.10,483.16,config48,20250724150520,HandGestures
484.17,484.17,CrackerBoxIsDestroy,20250724150520,HandGestures
489.70,489.70,CrackerBoxIsTouch,20250724150529,HandGestures
487.75,489.70,config49,20250724150529,HandGestures
490.71,490.71,CrackerBoxIsDestroy,20250724150529,HandGestures
495.86,495.86,CrackerBoxIsTouch,20250724150535,HandGestures
493.99,495.86,config50,20250724150535,HandGestures
496.86,496.86,CrackerBoxIsDestroy,20250724150535,HandGestures
506.62,506.62,CrackerBoxIsTouch,20250724150546,HandGestures
504.49,506.62,config51,20250724150546,HandGestures
507.63,507.63,CrackerBoxIsDestroy,20250724150546,HandGestures
514.60,514.60,CrackerBoxIsTouch,20250724150553,HandGestures
512.34,514.60,config52,20250724150553,HandGestures
515.61,515.61,CrackerBoxIsDestroy,20250724150553,HandGestures
523.66,523.66,CrackerBoxIsTouch,20250724150603,HandGestures
521.57,523.66,config53,20250724150603,HandGestures
524.67,524.67,CrackerBoxIsDestroy,20250724150603,HandGestures
537.44,537.44,CrackerBoxIsTouch,20250724150617,HandGestures
535.78,537.44,config54,20250724150617,HandGestures
538.45,538.45,CrackerBoxIsDestroy,20250724150617,HandGestures
543.42,543.42,CrackerBoxIsTouch,20250724150623,HandGestures
541.63,543.42,config55,20250724150623,HandGestures
544.43,544.43,CrackerBoxIsDestroy,20250724150623,HandGestures
550.98,550.98,ScissorIsTouch,20250724150629,HandGestures
548.02,550.98,config56,20250724150629,HandGestures
551.99,551.99,ScissorIsDestroy,20250724150629,HandGestures
559.52,559.52,ScissorIsTouch,20250724150637,HandGestures
555.70,559.52,config57,20250724150637,HandGestures
560.53,560.53,ScissorIsDestroy,20250724150637,HandGestures
568.74,568.74,ScissorIsTouch,20250724150645,HandGestures
563.89,568.74,config58,20250724150645,HandGestures
569.75,569.75,ScissorIsDestroy,20250724150645,HandGestures
575.44,575.44,ScissorIsTouch,20250724150654,HandGestures
573.24,575.44,config59,20250724150654,HandGestures
576.44,576.44,ScissorIsDestroy,20250724150654,HandGestures
581.78,581.78,ScissorIsTouch,20250724150700,HandGestures
579.39,581.78,config60,20250724150700,HandGestures
582.79,582.79,ScissorIsDestroy,20250724150700,HandGestures
589.38,589.38,ScissorIsTouch,20250724150709,HandGestures
587.47,589.38,config61,20250724150709,HandGestures
590.39,590.39,ScissorIsDestroy,20250724150709,HandGestures
595.12,595.12,ScissorIsTouch,20250724150715,HandGestures
593.65,595.12,config62,20250724150715,HandGestures
596.13,596.13,ScissorIsDestroy,20250724150715,HandGestures
601.16,601.16,ScissorIsTouch,20250724150721,HandGestures
599.50,601.16,config63,20250724150721,HandGestures
602.17,602.17,ScissorIsDestroy,20250724150721,HandGestures
608.20,608.20,HammerIsTouch,20250724150727,HandGestures
605.63,608.20,config64,20250724150727,HandGestures
609.21,609.21,HammerIsDestroy,20250724150727,HandGestures
615.46,615.46,HammerIsTouch,20250724150733,HandGestures
612.31,615.46,config65,20250724150733,HandGestures
616.47,616.47,HammerIsDestroy,20250724150733,HandGestures
621.02,621.02,HammerIsTouch,20250724150741,HandGestures
619.51,621.02,config66,20250724150741,HandGestures
622.03,622.03,HammerIsDestroy,20250724150741,HandGestures
627.24,627.24,HammerIsTouch,20250724150747,HandGestures
625.56,627.24,config67,20250724150747,HandGestures
628.25,628.25,HammerIsDestroy,20250724150747,HandGestures
633.92,633.92,HammerIsTouch,20250724150753,HandGestures
632.06,633.92,config68,20250724150753,HandGestures
634.93,634.93,HammerIsDestroy,20250724150753,HandGestures
640.82,640.82,HammerIsTouch,20250724150800,HandGestures
638.83,640.82,config69,20250724150800,HandGestures
641.83,641.83,HammerIsDestroy,20250724150800,HandGestures
646.60,646.60,HammerIsTouch,20250724150806,HandGestures
644.76,646.60,config70,20250724150806,HandGestures
647.61,647.61,HammerIsDestroy,20250724150806,HandGestures
