StartTime,EndTime,Name,SessionId,SceneName
35.22,35.22,SmallCubeIsTouch,20250725141834,HandGestures
33.21,35.22,config0,20250725141834,HandGestures
36.22,36.22,SmallCubeIsDestroy,20250725141834,HandGestures
41.4,41.4,SmallCubeIsTouch,20250725141840,HandGestures
39.47,41.4,config1,20250725141840,HandGestures
42.4,42.4,SmallCubeIsDestroy,20250725141840,HandGestures
47.58,47.58,SmallCubeIsTouch,20250725141846,HandGestures
45.34,47.58,config2,20250725141846,HandGestures
48.59,48.59,SmallCubeIsDestroy,20250725141846,HandGestures
54.16,54.16,SmallCubeIsTouch,20250725141853,HandGestures
51.97,54.16,config3,20250725141853,HandGestures
55.17,55.17,SmallCubeIsDestroy,20250725141853,HandGestures
61.04,61.04,SmallCubeIsTouch,20250725141900,HandGestures
58.96,61.04,config4,20250725141900,HandGestures
62.04,62.04,SmallCubeIsDestroy,20250725141900,HandGestures
67.02,67.02,SmallCubeIsTouch,20250725141906,HandGestures
64.97,67.02,config5,20250725141906,HandGestures
68.03,68.03,SmallCubeIsDestroy,20250725141906,HandGestures
73.48,73.48,SmallCubeIsTouch,20250725141912,HandGestures
71.81,73.48,config6,20250725141912,HandGestures
74.49,74.49,SmallCubeIsDestroy,20250725141912,HandGestures
80.38,80.38,SmallCubeIsTouch,20250725141919,HandGestures
78.18,80.38,config7,20250725141919,HandGestures
81.39,81.39,SmallCubeIsDestroy,20250725141919,HandGestures
87.14,87.14,MediumCubeIsTouch,20250725141925,HandGestures
84.61,87.14,config8,20250725141925,HandGestures
88.14,88.14,MediumCubeIsDestroy,20250725141925,HandGestures
93.56,93.56,MediumCubeIsTouch,20250725141933,HandGestures
91.95,93.56,config9,20250725141933,HandGestures
94.57,94.57,MediumCubeIsDestroy,20250725141933,HandGestures
100.4,100.4,MediumCubeIsTouch,20250725141939,HandGestures
98.36,100.4,config10,20250725141939,HandGestures
101.4,101.4,MediumCubeIsDestroy,20250725141939,HandGestures
107.24,107.24,MediumCubeIsTouch,20250725141946,HandGestures
104.97,107.24,config11,20250725141946,HandGestures
108.25,108.25,MediumCubeIsDestroy,20250725141946,HandGestures
113.16,113.16,MediumCubeIsTouch,20250725141952,HandGestures
111.39,113.16,config12,20250725141952,HandGestures
114.17,114.17,MediumCubeIsDestroy,20250725141952,HandGestures
119.3,119.3,MediumCubeIsTouch,20250725141958,HandGestures
117.65,119.3,config13,20250725141958,HandGestures
120.31,120.31,MediumCubeIsDestroy,20250725141958,HandGestures
125.22,125.22,MediumCubeIsTouch,20250725142004,HandGestures
123.76,125.22,config14,20250725142004,HandGestures
126.22,126.22,MediumCubeIsDestroy,20250725142004,HandGestures
131.68,131.68,MediumCubeIsTouch,20250725142010,HandGestures
129.64,131.68,config15,20250725142010,HandGestures
132.68,132.68,MediumCubeIsDestroy,20250725142010,HandGestures
139,139,BigCubeIsTouch,20250725142017,HandGestures
136.81,139,config16,20250725142017,HandGestures
140,140,BigCubeIsDestroy,20250725142017,HandGestures
145.32,145.32,BigCubeIsTouch,20250725142024,HandGestures
143.63,145.32,config17,20250725142024,HandGestures
146.32,146.32,BigCubeIsDestroy,20250725142024,HandGestures
151.44,151.44,BigCubeIsTouch,20250725142030,HandGestures
149.71,151.44,config18,20250725142030,HandGestures
152.44,152.44,BigCubeIsDestroy,20250725142030,HandGestures
161.06,161.06,BigCubeIsTouch,20250725142039,HandGestures
158.75,161.06,config19,20250725142039,HandGestures
162.07,162.07,BigCubeIsDestroy,20250725142039,HandGestures
167.98,167.98,BigCubeIsTouch,20250725142047,HandGestures
165.9,167.98,config20,20250725142047,HandGestures
168.99,168.99,BigCubeIsDestroy,20250725142047,HandGestures
173.76,173.76,BigCubeIsTouch,20250725142053,HandGestures
172.13,173.76,config21,20250725142053,HandGestures
174.77,174.77,BigCubeIsDestroy,20250725142053,HandGestures
179.56,179.56,BigCubeIsTouch,20250725142059,HandGestures
177.88,179.56,config22,20250725142059,HandGestures
180.57,180.57,BigCubeIsDestroy,20250725142059,HandGestures
185.38,185.38,BigCubeIsTouch,20250725142104,HandGestures
183.79,185.38,config23,20250725142104,HandGestures
186.39,186.39,BigCubeIsDestroy,20250725142104,HandGestures
190.86,190.86,ParallelepipedIsTouch,20250725142110,HandGestures
189.32,190.86,config24,20250725142110,HandGestures
191.86,191.86,ParallelepipedIsDestroy,20250725142110,HandGestures
197.2,197.2,ParallelepipedIsTouch,20250725142116,HandGestures
195.46,197.2,config25,20250725142116,HandGestures
198.21,198.21,ParallelepipedIsDestroy,20250725142116,HandGestures
203.06,203.06,ParallelepipedIsTouch,20250725142122,HandGestures
201.29,203.06,config26,20250725142122,HandGestures
204.07,204.07,ParallelepipedIsDestroy,20250725142122,HandGestures
209,209,ParallelepipedIsTouch,20250725142128,HandGestures
207.19,209,config27,20250725142128,HandGestures
210,210,ParallelepipedIsDestroy,20250725142128,HandGestures
215.2,215.2,ParallelepipedIsTouch,20250725142134,HandGestures
213.4,215.2,config28,20250725142134,HandGestures
216.21,216.21,ParallelepipedIsDestroy,20250725142134,HandGestures
221.1,221.1,ParallelepipedIsTouch,20250725142140,HandGestures
219.24,221.1,config29,20250725142140,HandGestures
222.11,222.11,ParallelepipedIsDestroy,20250725142140,HandGestures
227.34,227.34,ParallelepipedIsTouch,20250725142146,HandGestures
225.36,227.34,config30,20250725142146,HandGestures
228.35,228.35,ParallelepipedIsDestroy,20250725142146,HandGestures
233.8,233.8,ParallelepipedIsTouch,20250725142152,HandGestures
231.58,233.8,config31,20250725142152,HandGestures
234.8,234.8,ParallelepipedIsDestroy,20250725142152,HandGestures
240.38,240.38,teddyIsTouch,20250725142159,HandGestures
237.92,240.38,config32,20250725142159,HandGestures
241.39,241.39,teddyIsDestroy,20250725142159,HandGestures
246.04,246.04,teddyIsTouch,20250725142205,HandGestures
244.47,246.04,config33,20250725142205,HandGestures
247.05,247.05,teddyIsDestroy,20250725142205,HandGestures
252.18,252.18,teddyIsTouch,20250725142211,HandGestures
250.6,252.18,config34,20250725142211,HandGestures
253.19,253.19,teddyIsDestroy,20250725142211,HandGestures
260.14,260.14,teddyIsTouch,20250725142218,HandGestures
257.18,260.14,config35,20250725142218,HandGestures
261.15,261.15,teddyIsDestroy,20250725142218,HandGestures
266.56,266.56,teddyIsTouch,20250725142225,HandGestures
264.68,266.56,config36,20250725142225,HandGestures
267.57,267.57,teddyIsDestroy,20250725142225,HandGestures
272.6,272.6,teddyIsTouch,20250725142231,HandGestures
