StartTime,EndTime,Name,SessionId,SceneName
26.20,26.20,SmallCubeIsTouch,20250724163457,HandGestures
23.31,26.20,config0,20250724163457,HandGestures
27.21,27.21,SmallCubeIsDestroy,20250724163457,HandGestures
33.64,33.64,SmallCubeIsTouch,20250724163504,HandGestures
30.25,33.64,config1,20250724163504,HandGestures
34.65,34.65,SmallCubeIsDestroy,20250724163504,HandGestures
40.26,40.26,SmallCubeIsTouch,20250724163511,HandGestures
37.40,40.26,config2,20250724163511,HandGestures
41.27,41.27,SmallCubeIsDestroy,20250724163511,HandGestures
47.80,47.80,SmallCubeIsTouch,20250724163519,HandGestures
44.85,47.80,config3,20250724163519,HandGestures
48.81,48.81,SmallCubeIsDestroy,20250724163519,HandGestures
56.88,56.88,SmallCubeIsTouch,20250724163526,HandGestures
51.71,56.88,config4,20250724163526,HandGestures
57.89,57.89,SmallCubeIsDestroy,20250724163526,HandGestures
64.44,64.44,SmallCubeIsTouch,20250724163535,HandGestures
60.68,64.44,config5,20250724163535,HandGestures
65.44,65.44,SmallCubeIsDestroy,20250724163535,HandGestures
71.78,71.78,SmallCubeIsTouch,20250724163543,HandGestures
68.58,71.78,config6,20250724163543,HandGestures
72.79,72.79,SmallCubeIsDestroy,20250724163543,HandGestures
78.48,78.48,SmallCubeIsTouch,20250724163549,HandGestures
75.50,78.48,config7,20250724163549,HandGestures
79.49,79.49,SmallCubeIsDestroy,20250724163549,HandGestures
86.58,86.58,MediumCubeIsTouch,20250724163557,HandGestures
82.83,86.58,config8,20250724163557,HandGestures
87.58,87.58,MediumCubeIsDestroy,20250724163557,HandGestures
94.38,94.38,MediumCubeIsTouch,20250724163605,HandGestures
90.78,94.38,config9,20250724163605,HandGestures
95.39,95.39,MediumCubeIsDestroy,20250724163605,HandGestures
101.78,101.78,MediumCubeIsTouch,20250724163613,HandGestures
98.61,101.78,config10,20250724163613,HandGestures
102.79,102.79,MediumCubeIsDestroy,20250724163613,HandGestures
108.98,108.98,MediumCubeIsTouch,20250724163620,HandGestures
105.79,108.98,config11,20250724163620,HandGestures
109.99,109.99,MediumCubeIsDestroy,20250724163620,HandGestures
116.14,116.14,MediumCubeIsTouch,20250724163627,HandGestures
113.15,116.14,config12,20250724163627,HandGestures
117.15,117.15,MediumCubeIsDestroy,20250724163627,HandGestures
125.24,125.24,MediumCubeIsTouch,20250724163634,HandGestures
119.65,125.24,config13,20250724163634,HandGestures
126.25,126.25,MediumCubeIsDestroy,20250724163634,HandGestures
132.14,132.14,MediumCubeIsTouch,20250724163643,HandGestures
129.17,132.14,config14,20250724163643,HandGestures
133.15,133.15,MediumCubeIsDestroy,20250724163643,HandGestures
139.92,139.92,MediumCubeIsTouch,20250724163650,HandGestures
136.36,139.92,config15,20250724163650,HandGestures
140.93,140.93,MediumCubeIsDestroy,20250724163650,HandGestures
148.54,148.54,BigCubeIsTouch,20250724163658,HandGestures
144.40,148.54,config16,20250724163658,HandGestures
149.54,149.54,BigCubeIsDestroy,20250724163658,HandGestures
156.84,156.84,BigCubeIsTouch,20250724163706,HandGestures
152.42,156.84,config17,20250724163706,HandGestures
157.85,157.85,BigCubeIsDestroy,20250724163706,HandGestures
164.72,164.72,BigCubeIsTouch,20250724163715,HandGestures
161.10,164.72,config18,20250724163715,HandGestures
165.72,165.72,BigCubeIsDestroy,20250724163715,HandGestures
172.26,172.26,BigCubeIsTouch,20250724163723,HandGestures
168.76,172.26,config19,20250724163723,HandGestures
173.26,173.26,BigCubeIsDestroy,20250724163723,HandGestures
180.48,180.48,BigCubeIsTouch,20250724163730,HandGestures
176.43,180.48,config20,20250724163730,HandGestures
181.48,181.48,BigCubeIsDestroy,20250724163730,HandGestures
187.24,187.24,BigCubeIsTouch,20250724163738,HandGestures
184.30,187.24,config21,20250724163738,HandGestures
188.25,188.25,BigCubeIsDestroy,20250724163738,HandGestures
193.86,193.86,BigCubeIsTouch,20250724163745,HandGestures
191.04,193.86,config22,20250724163745,HandGestures
194.87,194.87,BigCubeIsDestroy,20250724163745,HandGestures
201.18,201.18,BigCubeIsTouch,20250724163752,HandGestures
197.89,201.18,config23,20250724163752,HandGestures
202.19,202.19,BigCubeIsDestroy,20250724163752,HandGestures
208.92,208.92,ParallelepipedIsTouch,20250724163759,HandGestures
204.80,208.92,config24,20250724163759,HandGestures
209.93,209.93,ParallelepipedIsDestroy,20250724163759,HandGestures
216.20,216.20,ParallelepipedIsTouch,20250724163806,HandGestures
212.50,216.20,config25,20250724163806,HandGestures
217.21,217.21,ParallelepipedIsDestroy,20250724163806,HandGestures
224.36,224.36,ParallelepipedIsTouch,20250724163814,HandGestures
219.80,224.36,config26,20250724163814,HandGestures
225.37,225.37,ParallelepipedIsDestroy,20250724163814,HandGestures
231.86,231.86,ParallelepipedIsTouch,20250724163823,HandGestures
228.61,231.86,config27,20250724163823,HandGestures
232.87,232.87,ParallelepipedIsDestroy,20250724163823,HandGestures
238.88,238.88,ParallelepipedIsTouch,20250724163830,HandGestures
235.80,238.88,config28,20250724163830,HandGestures
239.89,239.89,ParallelepipedIsDestroy,20250724163830,HandGestures
245.52,245.52,ParallelepipedIsTouch,20250724163837,HandGestures
242.76,245.52,config29,20250724163837,HandGestures
246.53,246.53,ParallelepipedIsDestroy,20250724163837,HandGestures
255.32,255.32,ParallelepipedIsTouch,20250724163843,HandGestures
249.15,255.32,config30,20250724163843,HandGestures
256.33,256.33,ParallelepipedIsDestroy,20250724163843,HandGestures
262.22,262.22,ParallelepipedIsTouch,20250724163853,HandGestures
259.48,262.22,config31,20250724163853,HandGestures
263.22,263.22,ParallelepipedIsDestroy,20250724163853,HandGestures
270.62,270.62,teddyIsTouch,20250724163901,HandGestures
266.78,270.62,config32,20250724163901,HandGestures
271.62,271.62,teddyIsDestroy,20250724163901,HandGestures
276.60,276.60,teddyIsTouch,20250724163908,HandGestures
274.39,276.60,config33,20250724163908,HandGestures
277.61,277.61,teddyIsDestroy,20250724163908,HandGestures
282.88,282.88,teddyIsTouch,20250724163915,HandGestures
280.65,282.88,config34,20250724163915,HandGestures
283.89,283.89,teddyIsDestroy,20250724163915,HandGestures
289.10,289.10,teddyIsTouch,20250724163921,HandGestures
286.79,289.10,config35,20250724163921,HandGestures
290.11,290.11,teddyIsDestroy,20250724163921,HandGestures
296.50,296.50,teddyIsTouch,20250724163927,HandGestures
293.18,296.50,config36,20250724163927,HandGestures
297.51,297.51,teddyIsDestroy,20250724163927,HandGestures
303.26,303.26,teddyIsTouch,20250724163934,HandGestures
300.26,303.26,config37,20250724163934,HandGestures
304.26,304.26,teddyIsDestroy,20250724163934,HandGestures
309.72,309.72,teddyIsTouch,20250724163941,HandGestures
307.11,309.72,config38,20250724163941,HandGestures
310.73,310.73,teddyIsDestroy,20250724163941,HandGestures
315.98,315.98,teddyIsTouch,20250724163948,HandGestures
313.82,315.98,config39,20250724163948,HandGestures
316.98,316.98,teddyIsDestroy,20250724163948,HandGestures
322.96,322.96,MugIsTouch,20250724163954,HandGestures
320.22,322.96,config40,20250724163954,HandGestures
323.97,323.97,MugIsDestroy,20250724163954,HandGestures
328.64,328.64,MugIsTouch,20250724164001,HandGestures
326.66,328.64,config41,20250724164001,HandGestures
329.65,329.65,MugIsDestroy,20250724164001,HandGestures
334.94,334.94,MugIsTouch,20250724164006,HandGestures
332.50,334.94,config42,20250724164006,HandGestures
335.94,335.94,MugIsDestroy,20250724164006,HandGestures
341.96,341.96,MugIsTouch,20250724164014,HandGestures
339.58,341.96,config43,20250724164014,HandGestures
342.97,342.97,MugIsDestroy,20250724164014,HandGestures
348.10,348.10,MugIsTouch,20250724164019,HandGestures
345.48,348.10,config44,20250724164019,HandGestures
349.11,349.11,MugIsDestroy,20250724164019,HandGestures
355.16,355.16,MugIsTouch,20250724164026,HandGestures
352.25,355.16,config45,20250724164026,HandGestures
356.16,356.16,MugIsDestroy,20250724164026,HandGestures
363.86,363.86,MugIsTouch,20250724164033,HandGestures
359.20,363.86,config46,20250724164033,HandGestures
364.87,364.87,MugIsDestroy,20250724164033,HandGestures
372.64,372.64,MugIsTouch,20250724164042,HandGestures
367.80,372.64,config47,20250724164042,HandGestures
373.65,373.65,MugIsDestroy,20250724164042,HandGestures
381.28,381.28,CrackerBoxIsTouch,20250724164051,HandGestures
377.20,381.28,config48,20250724164051,HandGestures
382.29,382.29,CrackerBoxIsDestroy,20250724164051,HandGestures
390.40,390.40,CrackerBoxIsTouch,20250724164102,HandGestures
387.73,390.40,config49,20250724164102,HandGestures
391.40,391.40,CrackerBoxIsDestroy,20250724164102,HandGestures
401.32,401.32,CrackerBoxIsTouch,20250724164112,HandGestures
398.54,401.32,config50,20250724164112,HandGestures
402.33,402.33,CrackerBoxIsDestroy,20250724164112,HandGestures
408.60,408.60,CrackerBoxIsTouch,20250724164120,HandGestures
405.62,408.60,config51,20250724164120,HandGestures
409.61,409.61,CrackerBoxIsDestroy,20250724164120,HandGestures
415.36,415.36,CrackerBoxIsTouch,20250724164127,HandGestures
412.69,415.36,config52,20250724164127,HandGestures
416.37,416.37,CrackerBoxIsDestroy,20250724164127,HandGestures
421.36,421.36,CrackerBoxIsTouch,20250724164133,HandGestures
419.09,421.36,config53,20250724164133,HandGestures
422.37,422.37,CrackerBoxIsDestroy,20250724164133,HandGestures
429.74,429.74,CrackerBoxIsTouch,20250724164140,HandGestures
425.93,429.74,config54,20250724164140,HandGestures
