StartTime,EndTime,Name,SessionId,SceneName
19.74,19.74,SmallCubeIsTouch,20250721161137,HandGestures
17.16,19.74,config0,20250721161137,HandGestures
20.75,20.75,SmallCubeIsDestroy,20250721161137,HandGestures
25.88,25.88,SmallCubeIsTouch,20250721161143,HandGestures
23.52,25.88,config1,20250721161143,HandGestures
26.89,26.89,SmallCubeIsDestroy,20250721161143,HandGestures
32.72,32.72,SmallCubeIsTouch,20250721161150,HandGestures
30.04,32.72,config2,20250721161150,HandGestures
33.72,33.72,SmallCubeIsDestroy,20250721161150,HandGestures
39.88,39.88,SmallCubeIsTouch,20250721161157,HandGestures
37.61,39.88,config3,20250721161157,HandGestures
40.89,40.89,SmallCubeIsDestroy,20250721161157,HandGestures
46.64,46.64,SmallCubeIsTouch,20250721161204,HandGestures
44.17,46.64,config4,20250721161204,HandGestures
47.65,47.65,SmallCubeIsDestroy,20250721161204,HandGestures
52.38,52.38,SmallCubeIsTouch,20250721161210,HandGestures
50.64,52.38,config5,20250721161210,HandGestures
53.39,53.39,SmallCubeIsDestroy,20250721161210,HandGestures
58.02,58.02,SmallCubeIsTouch,20250721161216,HandGestures
55.96,58.02,config6,20250721161216,HandGestures
59.03,59.03,SmallCubeIsDestroy,20250721161216,HandGestures
63.1,63.1,SmallCubeIsTouch,20250721161221,HandGestures
61.43,63.1,config7,20250721161221,HandGestures
64.11,64.11,SmallCubeIsDestroy,20250721161221,HandGestures
69.62,69.62,MediumCubeIsTouch,20250721161226,HandGestures
66.56,69.62,config8,20250721161226,HandGestures
70.63,70.63,MediumCubeIsDestroy,20250721161226,HandGestures
74.84,74.84,MediumCubeIsTouch,20250721161233,HandGestures
72.92,74.84,config9,20250721161233,HandGestures
75.85,75.85,MediumCubeIsDestroy,20250721161233,HandGestures
80.06,80.06,MediumCubeIsTouch,20250721161238,HandGestures
78.18,80.06,config10,20250721161238,HandGestures
81.07,81.07,MediumCubeIsDestroy,20250721161238,HandGestures
85.46,85.46,MediumCubeIsTouch,20250721161243,HandGestures
83.64,85.46,config11,20250721161243,HandGestures
86.47,86.47,MediumCubeIsDestroy,20250721161243,HandGestures
91.48,91.48,MediumCubeIsTouch,20250721161249,HandGestures
88.95,91.48,config12,20250721161249,HandGestures
92.49,92.49,MediumCubeIsDestroy,20250721161249,HandGestures
96.78,96.78,MediumCubeIsTouch,20250721161254,HandGestures
94.72,96.78,config13,20250721161254,HandGestures
97.78,97.78,MediumCubeIsDestroy,20250721161254,HandGestures
102.54,102.54,MediumCubeIsTouch,20250721161300,HandGestures
